sentiment,date,text,score
|neutral|,5/16/17, RT @Convertbond: Since March 1  FANG Stocks: +$270B Rest of the S&amp;P 500: -$260B  Via @KaiPflughaupt   $FB $AAPL $AMZN $NFLX  $GOOG,0
,,,
|neutral|,5/16/17, RT @Convertbond: Since March 1  FANG Stocks: +$270B Rest of the S&amp;P 500: -$260B  Via @KaiPflughaupt   $FB $AAPL $AMZN $NFLX  $GOOG,0
,,,
|neutral|,5/16/17, #Instant #Apple Unlocking $0.99 Cent All #iPhone FOR 3GS 4 4S 5 5C 5S 6 6+ #unlockfusion #icloud #freeunlock #factoryunlock $AAPL #unlock,0
,,,
|positive|,5/16/17, Learn why Mobile Technology #Investing is a winning Proposition as $AAPL Valuation breaks $800bn  &gt;&gt;&gt;â€_ https://t.co/7TXcRdc0RA,4
,,,
|neutral|,5/16/17," $AAPL #patent 9,652,782: Interaction-aware advertising for minimizing banner bl... https://t.co/bwRbH7cfXN #tech #IP https://t.co/6vBgPQnrA5",0
,,,
|neutral|,5/16/17, RT @StocksByPaige: $AAPL may release new macbooks this summer.   #Apple #Microsoft #stocks #WWDC17  https://t.co/yo7n9JFSyO,0
,,,
|positive|,5/16/17, 'Thank God for Apple' and other tech stocks â€” they're propping up the market. $AAPL $FB $AMZN https://t.co/AgkJYXAwhF,3
,,,
|neutral|,5/16/17," Market Commentary For Wednesday, May 17 - $TJX, $DVA, $WB, $TSLA, $JACK, $BABA, $PLCE, $APC, $AAPL, $HD, $BIDU, $DKS https://t.co/XroszHyXLD",0
,,,
|neutral|,5/16/17, RT @YahooFinance: LIVE: Upcoming Apple Watch to include game-changing health features - https://t.co/Y5DybRNK9M $AAPL https://t.co/rLMDPqezâ€_,0
,,,
|positive|,5/16/17, Apple: Calling A Top? $AAPL https://t.co/0qzaaX142H,2
,,,
|neutral|,5/16/17, RT @sniiper_trader: $AAPL $ABX $AMD $AMX $BAC $CCJ $CS $MS $MU $NFLX $NOK $RBS $VRTX $X $SPY $AMZN $MSFT $TWTR $GOOGL $INTC $CLF $X $AKS $Râ€_,0
,,,
|negative|,5/16/17, $AAPL Never Dull! Projection vs TodayActual. Stats on site. 100% fees to charity. https://t.co/cn6BBnXWeF,-2
,,,
|positive|,5/16/17," RT @Yusuf_11: Apple's @AngelaAhrendts  interview with @danroth , Great insight ! $Aapl #apple https://t.co/2Wkh0Ix4Rl",3
,,,
|neutral|,5/16/17, @Apple wants to Get in Bed with You! Seriously! Silently buys sleep tracking company @beddit $AAPL [VIDEO] https://t.co/Yz0jBQqMWl,0
,,,
|neutral|,5/16/17, @Bamabroker $QQQ volatility over the past 3 months is less than 7% annualized.  Beta under 1.0 in relation to SPY.â€_ https://t.co/blP6MbClCj,0
,,,
|positive|,5/16/17," Apple's @AngelaAhrendts  interview with @danroth , Great insight ! $Aapl #apple https://t.co/2Wkh0Ix4Rl",3
,,,
|neutral|,5/16/17, RT @MacHashNews: Apple Likely to Introduce a MacBook Pro Refresh at WWDC with a 32GB Option that Pro's haveâ€_ https://t.co/hFmu4DegLl #Patenâ€_,0
,,,
|neutral|,5/16/17, Apple Likely to Introduce a MacBook Pro Refresh at WWDC with a 32GB Option that Pro's haveâ€_ https://t.co/hFmu4DegLlâ€_ https://t.co/kVEzFxRccs,0
,,,
|neutral|,5/16/17," RT @market_fox: How $AAPL, $GOOGL, $AMZN $MSFT &amp; $FB make their money: https://t.co/5XO8rSmo6Z https://t.co/kcqZHNYtp3",0
,,,
|positive|,5/16/17," RT @OptionAlert: Largest open interest increases among single stock options for 5/16 include $AAPL, $SNAP, $NVDA, $P, and $AMD.",1
,,,
|neutral|,5/16/17, RT @payemarkets: $AAPL may release new macbooks this summer.   #Apple #Microsoft #stocks #WWDC17  https://t.co/93UZ2fW7nx https://t.co/xz6vâ€_,0
,,,
|neutral|,5/15/17, RT @MarketSmith: RT @jfahmy: WEEKEND VIDEO: 5/14/17 https://t.co/xZVh49vHJx $SPY $QQQ $IWM $DIA $AAPL $AMZN $WDC,0
,,,
|neutral|,5/15/17, #GoogleAssistant coming to #iOS as a standalone app. Would you rather prefer #Siri on #Apple's #iPhone? $AAPL $GOOG  https://t.co/4ljIOxI8dN,0
,,,
|neutral|,5/15/17, RT @MarketSmith: RT @jfahmy: WEEKEND VIDEO: 5/14/17 https://t.co/xZVh49vHJx $SPY $QQQ $IWM $DIA $AAPL $AMZN $WDC,0
,,,
|negative|,5/15/17, RT @SJosephBurns: Having a bad day? In 1976 Ron Wayne sold his 10% stake in $AAPL for $800. It's worth over $81 billion today @Hedgeye httpâ€_,-1
,,,
|neutral|,5/15/17, RT @MarketSmith: RT @jfahmy: WEEKEND VIDEO: 5/14/17 https://t.co/xZVh49vHJx $SPY $QQQ $IWM $DIA $AAPL $AMZN $WDC,0
,,,
|neutral|,5/15/17, RT @jfahmy: WEEKEND VIDEO: 5/14/17 https://t.co/xZVh49vHJx $SPY $QQQ $IWM $DIA $AAPL $AMZN $WDC,0
,,,
|neutral|,5/15/17, RT @jfahmy: WEEKEND VIDEO: 5/14/17 https://t.co/MiQ8QNxsvf $SPY $QQQ $IWM $DIA $AAPL $AMZN $WDC,0
,,,
|neutral|,5/15/17," RT @NaviAvatar1: Dow up 85, $AAPL $SNAP $TWTR $NVDA $AMZN $FB $SPY $LABU https://t.co/dvRfKVLKoS",0
,,,
|positive|,5/15/17," Berkshire boosts Apple stake, exits Twenty-First ... $BRK.A $BRK.B $AAPL $IBM $AAL $LUV $FOXA $DAL $BK $SIRI https://t.co/debhBfiuI2",1
,,,
|neutral|,5/15/17, Appleâ€™s $AAPL Buy Rating Reaffirmed at Bank of America Corp https://t.co/1yNfYGn2nn,0
,,,
|positive|,5/15/17," Join @RobinhoodApp and we'll both get a share of stock like $AAPL, $F, or $S for free. Make sure to use my link.  https://t.co/dRnUeoFTaG",5
,,,
|neutral|,5/15/17," RT @theflynews: Greenlight takes stake in Perrigo, lowers stake in Apple $PRGO $CNDT $MU $AGR $YELP $GM $CNX $SYT $TWX $AAPL $RADâ€_ https://â€_",0
,,,
|neutral|,5/15/17," RT @theflynews: Berkshire Hathaway adds to Apple stake, exits 21st Century Fox $FOXA $AAPL $BK $LUV $SIRI $IBM $DAL $WBC $KHC $WFCâ€_ https:/â€_",0
,,,
|neutral|,5/15/17, RT @theflynews: REPORT: Apple met with ex-HBO exec amid search for video chief: https://t.co/izjP6b46l5 $AAPL $TWX,0
,,,
|neutral|,5/15/17, Apple Invests $200 Million In U.S. smartphone glassmaker Corning $AAPL https://t.co/m5tynAcFSx #Wallst,0
,,,
|neutral|,5/15/17, Appleâ€™s $AAPL Buy Rating Reaffirmed at Bank of America Corp https://t.co/xD16zy3rZ4 #stocks,0
,,,
|negative|,5/15/17," See It: Hedge Fund Dumps Massive Blocks Of $AAPL, $IBM, $WDC, $STX AndÂ Additional https://t.co/81gdet1Rb7",-2
,,,
|negative|,5/15/17," Report: Apple Inc. Prepping ""Siri Smart Speaker"" -- The Motley Fool $AAPL https://t.co/SapmD3SBKe",-1
,,,
|neutral|,5/15/17, $AAPL Some Silicon Valley techies obsessively track their blood sugar -- and they... https://t.co/dTq7Np26qf,0
,,,
|neutral|,5/15/17, That triple bottom long on $TWTR &lt;3 $NFLX $FB $AAPL $TSLA $GOOG $AMZN $SNAP $FB Todays Trades https://t.co/GCQPBtZZqv,0
,,,
|neutral|,5/15/17, $DXCM $MDT $GOOGL $AAPL:  Some Silicon Valley techies are now obsessively tracking their â€_:  https://t.co/O6AA7Ri1uN,0
,,,
|negative|,5/15/17, $AAPL basically has two giant share buybacks. The regular one and @WarrenBuffett. Stock should rally to 180-200 within a yr. No downside.,-2
,,,
|neutral|,5/15/17," $AAPL maturity 05/19/2017 Vol PutCallRatio of 0.39 puts=59,180 calls=149,877 . https://t.co/lR1w76NnVu https://t.co/QU1vGVv2Tq",0
,,,
|neutral|,5/15/17," Dow up 85, $AAPL $SNAP $TWTR $NVDA $AMZN $FB $SPY $LABU https://t.co/dvRfKVLKoS",0
,,,
|positive|,5/15/17, @WarrenBuffett increasing $AAPL stake is a great validation of our long thesis. Owned shares for 5+ yrs and added calls on dips many times.,4
,,,
|neutral|,5/15/17, RT @theinformation: Updated: Apple seeking head of programming. Meeting with fmr HBO Michael Lombardo about programming. $AAPL https://t.coâ€_,0
,,,
|positive|,5/15/17, RT @cjjords: Doesn't fly without a solid connection to mobile.  I'll take the over (on 50%) all day RE: $AAPL #smarthome device  https://t.â€_,2
,,,
|positive|,5/15/17," Rumor: Apple Watch may get glucose monitoring feature, â€˜smart' bands https://t.co/JscrJCMjga #AppleWorldToday $AAPL https://t.co/29LhNvraaY",1
,,,
|negative|,5/15/17," This Apple Inc. Watch Competitor Totally Failed @themotleyfool #stocks $AAPL, $AMZN https://t.co/Gx7Qbw43G8",-2
,,,
|positive|,5/15/17," Report: Apple Inc. Prepping ""Siri Smart Speaker"" @themotleyfool #stocks $AAPL, $AMZN https://t.co/96X3Oa9ih0",1
,,,
|positive|,5/15/17," 3 Companies Apple Inc. Won't Buy @themotleyfool #stocks $AAPL, $NFLX, $EA, $TTWO, $ATVI https://t.co/eLbAMURokm",3
,,,
|positive|,5/15/17, Why You Won't Be Able to Buy an Apple Inc. iPhone 8 With 32GB of Storage @themotleyfool #stocks $AAPL https://t.co/V3s9Sw2z6V,3
,,,
|neutral|,5/15/17, RT @coinspice: https://t.co/gXYW06qHA8  #Trading with #Bitcoin  @elixiumbitcoin #Forex #Stocks $ES $CL $GC $GOOG $AAPL $TSLA $SPY $QQQ #Bloâ€_,0
,,,
|neutral|,5/15/17, Report: Apple Inc. Could Launch New 10.5-Inch iPad at WWDC @themotleyfool #stocks $AAPL https://t.co/1R5NJ46Tqt,0
,,,
|negative|,5/15/17, RT @SJosephBurns: Having a bad day? In 1976 Ron Wayne sold his 10% stake in $AAPL for $800. It's worth over $81 billion today @Hedgeye httpâ€_,-1
,,,
|neutral|,5/15/17, Appleâ€™s $AAPL Buy Rating Reaffirmed at Bank of America Corp https://t.co/B6gNy8Oeb9,0
,,,
|neutral|,5/15/17, RT @ZolmaxNews: Apple Inc. $AAPL Receives â€œBuyâ€ù Rating from Goldman Sachs Group Inc https://t.co/GaptTSZSJr,0
,,,
|neutral|,5/15/17, RT @DanTsataros: #WarrenBuffet buys more $aapl https://t.co/21EBVmd4ma,0
,,,
|neutral|,5/15/17, Apple Inc. $AAPL Receives â€œBuyâ€ù Rating from Goldman Sachs Group Inc https://t.co/GaptTSZSJr,0
,,,
|neutral|,5/15/17, #WarrenBuffet buys more $aapl https://t.co/21EBVmd4ma,0
,,,
|neutral|,5/15/17," RT @Moonlight_668: Purple, 3 months view: $TCEHY $AMOV $AMX $BABA $AAPL $TSLA $FMX $NFLX $TWTR $FB $SAP $BUD $CRM $PM $VALE $VELP $TRIP $PBâ€_",0
,,,
|positive|,5/15/17, RT @zerofiltertruth: With decent trends &amp; #KKR now involved - Possible $P upgrades in AM   It's pennies for $FB &amp; they need #AI music likeâ€_,2
,,,
|neutral|,5/15/17, RT @The_Real_Fly: Hedge Fund Titans Reveal Their Latest Moronic Moves - Dr. Fly $AAPL $CNDT $SNAP https://t.co/fP3nHZOtdo,0
,,,
|positive|,5/15/17, RT @YahooFinance: Apple might buy a big company but not the ones you think @JPManga https://t.co/2qptd2w5a8 $AAPL https://t.co/HtTBUxD5m7,1
,,,
|neutral|,5/15/17, RT @TheTruthStudio: CNBC: TipRanks shows AAPL just got its most bullish forecast https://t.co/kiwVBqQD0d #technology $AAPL https://t.co/9kCâ€_,0
,,,
|neutral|,5/15/17, Hedge Fund Titans Reveal Their Latest Moronic Moves - Dr. Fly $AAPL $CNDT $SNAP https://t.co/fP3nHZOtdo,0
,,,
|positive|,5/15/17, RT @YahooFinance: Apple might buy a big company but not the ones you think @JPManga https://t.co/2qptd2w5a8 $AAPL https://t.co/HtTBUxD5m7,1
,,,
|negative|,5/15/17, RT @SJosephBurns: Having a bad day? In 1976 Ron Wayne sold his 10% stake in $AAPL for $800. It's worth over $81 billion today @Hedgeye httpâ€_,-1
,,,
|neutral|,5/15/17," RT @OphirGottlieb: $AAPL Profiting, methodically, from Apple options https://t.co/KDTcqmlXXD https://t.co/Cn4HgUjIrA",0
,,,
|neutral|,5/15/17, VIDEO $XLK $AAPL $FB Technical Analysis Chart 5.15.2017 https://t.co/XogAxIgZWU #markets #NASDAQ #NYSE #technicalanalysis #daytrader,0
,,,
|negative|,5/15/17," RT @rimisback: Let's see who can help fight Cyber Warfare, need of the hour $BBRY $AAPL $MSFT $GOOGL  $AMZN  @Apple @google @amazon @Microsâ€_",-1
,,,
|positive|,5/15/17, #Stocks #Traders LEARN The 6 Individual Components of the #Ihcimoku Cloud using $AAPL Chart &gt;&gt; #Trading Help &gt;&gt;&gt;â€_ https://t.co/NiEhCTVGzJ,2
,,,
|positive|,5/15/17, #Stocks #Traders LEARN The 6 Individual Components of the #Ihcimoku Cloud using $AAPL Chart &gt;&gt; #Trading Help &gt;&gt;&gt;â€_ https://t.co/znZPtbYoEy,2
,,,
|positive|,5/15/17, #Stocks #Traders LEARN The 6 Individual Components of the #Ihcimoku Cloud using $AAPL Chart &gt;&gt; #Trading Help &gt;&gt;&gt;â€_ https://t.co/wp7VJB8FNJ,2
,,,
|positive|,5/15/17, #Stocks #Traders LEARN The 6 Individual Components of the #Ihcimoku Cloud using $AAPL Chart &gt;&gt; #Trading Help &gt;&gt;&gt;â€_ https://t.co/GTp4ToYuLT,2
,,,
|positive|,5/15/17, #Stocks #Traders LEARN The 6 Individual Components of the #Ihcimoku Cloud using $AAPL Chart &gt;&gt; #Trading Help &gt;&gt;&gt;â€_ https://t.co/n0pcOQswdw,2
,,,
|neutral|,5/15/17," RT @OphirGottlieb: $AAPL Profiting, methodically, from Apple options https://t.co/KDTcqmlXXD https://t.co/Cn4HgUjIrA",0
,,,
|positive|,5/15/17, @BullionBaron Sound like my story. Sold $AAPL at $30.,2
,,,
|negative|,5/15/17," RT @resx18: $AAPL - Einhorn's Greenlight Capital Cuts Apple Stake, Confirms Perrigo Position https://t.co/le2Gm10VHs",-1
,,,
|neutral|,5/15/17," RT @RaviRomo: Hedgies who sold $AAPL in 1stQ--did NOT KNOW Buffett was tripling his position  With$AAPL's soaring performance, ALL WILL HAVâ€_",0
,,,
|negative|,5/15/17, RT @SJosephBurns: Having a bad day? In 1976 Ron Wayne sold his 10% stake in $AAPL for $800. It's worth over $81 billion today @Hedgeye httpâ€_,-1
,,,
|positive|,5/15/17, RT @HedgeMind: $AAPL This has to be big news: Buffett finally stepped buying big. He raised AAPL stake to 57mln shs from previous 15mln shsâ€_,2
,,,
|negative|,5/15/17, https://t.co/swYOtYeEnC Timothy Sykes can teach you How To Use The Short Trap Strategy $AAPL $AVGO $SPY,-1
,,,
|neutral|,5/15/17, RT @TheTruthStudio: CNBC: TipRanks shows AAPL just got its most bullish forecast https://t.co/kiwVBqQD0d #technology $AAPL https://t.co/9kCâ€_,0
,,,
|positive|,5/15/17, RT @davemcclure: Chart: How Top 5 Tech Giants Make Their Billions https://t.co/DnYCQ7uWRe by @VisualCap $AAPL $GOOG $MSFT $AMZN $FB cc @500â€_,2
,,,
|negative|,5/15/17," $ Flows: Buying on Weakness: Among stocks that were â¬‡ï¸èMON, these have the largest net INFLOWS of money: $AAPL $CERNâ€_ https://t.co/C8TXEqTul6",-2
,,,
|positive|,5/15/17," Berkshire boosts Apple stake, exits Twenty-First ... $BRK.A $BRK.B $AAPL $IBM $AAL $LUV $FOXA $DAL $BK $SIRI https://t.co/GH1RSLg00j",1
,,,
|negative|,5/15/17," $AAPL, $GOOGL, $AMZN, $FB, $NFLX out of play today, no damage done still set up nicely",-4
,,,
|neutral|,5/15/17, RT @OptionsHawk: Buffett more than doubled $AAPL stake,0
,,,
|neutral|,5/15/17, New 52 wk high: Apple Computer $AAPL 156.65,0
,,,
|positive|,5/15/17," Berkshire boosts $AAPL Apple stake, exits Twenty-First Century Fox in Q1 $BRKA $BRKB $FOXA",1
,,,
|neutral|,5/15/17, @The_Cdog $aapl buyout of small AI today for $200mm,0
,,,
|neutral|,5/15/17, $AAPL $GOOG $BABA https://t.co/Zv6PcRTwHK,0
,,,
|positive|,5/15/17, RT @OptionsMike: $AAPL BERKSHIRE RAISES SHARE STAKE IN APPLE INC TO 129.4 MLN SHARES FROM 57.4 MLN SHARES. But latest public info has it atâ€_,3
,,,
|neutral|,5/15/17," RT @OphirGottlieb: $AAPL Profiting, methodically, from Apple options https://t.co/KDTcqmlXXD https://t.co/Cn4HgUjIrA",0
,,,
|positive|,5/15/17," RT @DeItaOne: Berkshire Hathaway: -Top exits: $FOXA -Boosted stakes in $AAPL, $BK, $LUV, $SIRI, $AAL -Cut stakes in $IBM, $DAL, $WBC",2
,,,
|positive|,5/15/17, RT @YahooFinance: Apple might buy a big company but not the ones you think @JPManga https://t.co/2qptd2w5a8 $AAPL https://t.co/HtTBUxD5m7,1
,,,
|positive|,5/15/17, $AAPL BERKSHIRE RAISES SHARE STAKE IN APPLE INC TO 129.4 MLN SHARES FROM 57.4 MLN SHARES. But latest public info has it at 133MM,3
,,,
|neutral|,5/15/17," Time For A Refill - Market Update by Vince Vora for May 15th, 2017 #stocks $AAPL $AMZN $NFLX $GOOGL $TSLA... https://t.co/uawqm5lk9W",0
,,,
|neutral|,5/15/17, RT @TheTruthStudio: CNBC: TipRanks shows AAPL just got its most bullish forecast https://t.co/kiwVBqQD0d #technology $AAPL https://t.co/9kCâ€_,0
,,,
|neutral|,5/15/17," $AAPL Profiting, methodically, from Apple options https://t.co/KDTcqmlXXD https://t.co/Cn4HgUjIrA",0
,,,
|positive|,5/15/17, RT @DeItaOne: BERKSHIRE HATHAWAY INC RAISES SHARE STAKE IN APPLE INC TO 129.4 MLN SHARES FROM 57.4 MLN SHARES- SEC FILING $AAPL,3
,,,
|neutral|,5/15/17, RT @TheTruthStudio: CNBC: TipRanks shows AAPL just got its most bullish forecast https://t.co/kiwVBqQD0d #technology $AAPL https://t.co/9kCâ€_,0
,,,
|neutral|,5/15/17, RT @TheTruthStudio: CNBC: TipRanks shows AAPL just got its most bullish forecast https://t.co/kiwVBqQD0d #technology $AAPL https://t.co/9kCâ€_,0
,,,
|neutral|,5/15/17, CNBC: TipRanks shows AAPL just got its most bullish forecast https://t.co/kiwVBqQD0d #technology $AAPL https://t.co/9kCzxMJpV4,0
,,,
|negative|,5/15/17, RT @SJosephBurns: Having a bad day? In 1976 Ron Wayne sold his 10% stake in $AAPL for $800. It's worth over $81 billion today @Hedgeye httpâ€_,-1
,,,
|positive|,5/15/17," This chart makes Apple, Facebook and Alphabet look like one-trick ponies https://t.co/nnOhT6zgSI $AAPL $FB $GOOGL $MSFT $AMZN",2
,,,
|neutral|,5/15/17, $AAPL Projection vs TodayActual. Stats on site. 100% fees to charity. Tested highs https://t.co/DOchxwxp0M,0
,,,
|positive|,5/15/17," RT @StockTwits: Here's how fast Apple, Google, Amazon, and Facebook are growing revenue.  $AAPL, $GOOGL, $AMZN, $FB: https://t.co/NMJpQndj7â€_",1
,,,
|neutral|,5/15/17, Warren Buffett's Berkshire is betting more on banks and airlines https://t.co/qT9tnksZ2r $DAL $LUV $AAL $BK $AAPL $IBM $FOXA $BRK.A $BRK.B,0
,,,
|positive|,5/15/17," This buying -- from big investors who sold in Q1-- is underway and will boost $AAPL,much much higher  ""Tis the seasâ€_ https://t.co/VxrnfbjVXh",2
,,,
|positive|,5/15/17, Should $AAPL acquire $GPRO ? It would be getting it for a bargain after all. #M&amp;A,2
,,,
|negative|,5/15/17, RT @SJosephBurns: Having a bad day? In 1976 Ron Wayne sold his 10% stake in $AAPL for $800. It's worth over $81 billion today @Hedgeye httpâ€_,-1
,,,
|positive|,5/15/17, Should $AAPL acquire $GPRO ? It would be getting it for a bargain after all. #M&amp;A,2
,,,
|positive|,5/15/17, RT @YahooFinance: Apple might buy a big company but not the ones you think @JPManga https://t.co/2qptd2w5a8 $AAPL https://t.co/HtTBUxD5m7,1
,,,
|negative|,5/15/17," $AAPL - Einhorn's Greenlight Capital Cuts Apple Stake, Confirms Perrigo Position https://t.co/VNrAmlGMVO",-1
,,,
|negative|,5/15/17," $AAPL - Einhorn's Greenlight Capital Cuts Apple Stake, Confirms Perrigo Position https://t.co/1I7ajzaHTe",-1
,,,
|negative|,5/15/17," $AAPL - Einhorn's Greenlight Capital Cuts Apple Stake, Confirms Perrigo Position https://t.co/AuCoLpjLN8",-1
,,,
|negative|,5/15/17," $AAPL - Einhorn's Greenlight Capital Cuts Apple Stake, Confirms Perrigo Position https://t.co/le2Gm10VHs",-1
,,,
|neutral|,5/15/17," Hedgies who sold $AAPL in 1stQ--did NOT KNOW Buffett was tripling his position  With$AAPL's soaring performance, ALL WILL HAVE TO BUY AGAIN",0